Vehicle Type,Drive Type,Model Year,Production (000),Production Share,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Transmission - Manual,Transmission - Automatic,Transmission - Lockup,Transmission - CVT (Hybrid),Transmission - Other,Fuel Delivery - Carbureted,Fuel Delivery - Gasoline Direct Injection (GDI),Fuel Delivery - Port Fuel Injection,Fuel Delivery - Throttle Body Injection,Fuel Delivery - Other,Powertrain - Diesel,Powertrain - Electric Vehicle (EV),Powertrain - Plug-in Hybrid Electric Vehicle (PHEV),Powertrain - Fuel Cell Vehicle  (FCV),Powertrain - Other (incl. CNG),Powertrain - Gasoline Hybrid,Powertrain - Gasoline,Turbocharged Engine,Stop/Start,Cylinder Deactivation,Multivalve Engine,Variable Valve Timing,Average Number of Gears,Transmission - CVT (Non-Hybrid),Cylinders,4 or Fewer Gears,5 Gears,6 Gears,7 Gears,8 Gears,9 or More Gears
"Minivan/Van","Four Wheel Drive","2016","15","0.024","24.20813","19.42107","16.21868","22.82025","457.59568","547.94848","389.43479","5038.760","55.80374","212.1016","268.8158","8.7477","1.267021","0.053419","48.90664","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","1.000","6.0","-","6.0","-","-","1.000","-","-","-"
"Minivan/Van","Four Wheel Drive","2017","33","0.054","26.18849","20.94393","17.51940","24.56652","424.32340","507.26624","361.75248","5000.000","55.93057","211.3287","295.2314","7.7662","1.397137","0.059046","52.36843","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","1.000","7.9","-","6.0","-","-","0.029","-","0.971","-"
"Minivan/Van","Four Wheel Drive","2018","20","0.039","28.13223","22.43089","18.77506","26.29315","396.19469","473.34075","337.99679","4763.438","54.03175","181.9245","285.2642","7.7103","1.652609","0.059940","53.59174","-","-","1.000","-","-","-","0.319","0.681","-","-","-","-","-","-","-","-","1.000","0.236","0.319","-","1.000","1.000","8.0","-","5.4","-","-","-","-","1.000","-"
"Minivan/Van","Four Wheel Drive","2019","14","0.026","26.43058","21.14551","17.68815","24.80277","420.27839","502.42690","358.30670","4979.805","55.84478","207.3276","295.4678","7.7370","1.440798","0.059348","52.68842","-","-","1.000","-","-","-","0.039","0.961","-","-","-","-","-","-","-","-","1.000","0.020","0.039","-","1.000","1.000","8.0","-","5.9","-","-","-","-","1.000","-"
"Minivan/Van","Four Wheel Drive","2020","25","0.063","27.31417","21.82710","18.13210","25.79215","407.15436","490.12530","344.56224","4816.808","55.18132","189.9051","285.8573","7.6778","1.579012","0.059659","52.59294","-","-","1.000","-","-","-","0.247","0.753","-","-","-","-","-","-","-","-","1.000","0.199","0.247","-","1.000","1.000","8.2","-","5.5","-","-","-","-","0.821","0.179"
"Minivan/Van","Four Wheel Drive","Prelim. 2021","-","0.126","35.04640","27.23660","24.01096","30.30816","326.28891","370.12263","293.22136","5015.970","56.77105","179.3344","227.9517","7.2251","1.266380","0.045455","73.22032","-","-","0.407","0.593","-","-","-","1.000","-","-","-","-","-","-","-","0.593","0.407","-","-","-","1.000","1.000","4.3","-","4.8","-","-","-","-","-","0.407"
"Truck SUV","Four Wheel Drive","1975","158","0.889","12.92917","10.96853","10.60058","11.45448","810.22676","838.35005","775.85385","4169.225","-","328.9533","145.5813","-","0.439981","0.036081","22.64695","0.429","0.571","-","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","-","-","7.9","-","-","-","-","-","-"
"Truck SUV","Four Wheel Drive","1976","208","0.895","13.88344","11.78991","11.26092","12.50805","753.78011","789.18922","710.50231","4293.159","-","336.8418","139.8465","-","0.412318","0.033222","25.08936","0.336","0.664","-","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","-","-","7.7","-","-","-","-","-","-"
"Truck SUV","Four Wheel Drive","1977","234","0.884","15.17952","12.89012","12.28829","13.71084","689.44264","723.20862","648.17310","4200.559","-","334.6988","143.0134","-","0.424837","0.034539","26.90602","0.346","0.654","-","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","-","-","7.7","-","-","-","-","-","-"
"Truck SUV","Four Wheel Drive","1978","336","0.924","14.50246","12.32101","11.67369","13.21677","721.28798","761.28442","672.40344","4251.427","-","341.7016","148.7996","13.1849","0.432581","0.035328","25.97968","0.328","0.672","-","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","-","-","7.8","-","-","-","-","-","-"
"Truck SUV","Four Wheel Drive","1979","278","0.722","13.04185","11.05148","10.75627","11.43507","804.31857","826.39098","777.34119","4329.488","-","325.0333","143.1457","14.5200","0.442204","0.033570","23.88045","0.392","0.608","-","-","-","0.997","-","-","-","0.003","0.003","-","-","-","-","-","0.997","-","-","-","-","-","3.1","-","7.5","1.000","-","-","-","-","-"
"Truck SUV","Four Wheel Drive","1980","164","0.889","15.66597","13.30731","12.64535","14.21692","669.64890","704.63065","626.89342","4134.684","-","288.6080","126.9089","15.7719","0.450594","0.030577","27.57238","0.472","0.340","0.188","-","-","0.974","-","-","-","0.026","0.026","-","-","-","-","-","0.974","-","-","-","-","-","3.4","-","6.9","1.000","-","-","-","-","-"
"Truck SUV","Four Wheel Drive","1981","123","0.905","16.91638","14.38411","13.50353","15.62985","617.83449","658.12423","568.59147","4134.562","-","286.2619","128.2988","15.4413","0.456337","0.031309","29.76236","0.450","0.198","0.351","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.4","-","6.9","1.000","-","-","-","-","-"
"Truck SUV","Four Wheel Drive","1982","129","0.862","17.02934","14.48352","13.55567","15.80579","622.63247","665.42927","570.32528","4403.166","-","300.4849","130.2785","16.8332","0.443094","0.029997","32.66004","0.370","0.256","0.374","-","-","0.868","-","-","-","0.132","0.132","-","-","-","-","-","0.868","-","-","-","-","-","3.6","-","7.2","0.918","0.082","-","-","-","-"
"Truck SUV","Four Wheel Drive","1983","233","0.913","18.63900","15.87764","14.60665","17.76720","563.64277","612.72842","503.64921","4188.426","-","257.4050","124.3339","15.5480","0.513216","0.029991","33.82416","0.370","0.145","0.482","-","0.004","0.944","-","-","-","0.056","0.056","-","-","-","-","-","0.944","-","-","-","-","-","3.9","-","6.7","0.854","0.146","-","-","-","-"
"Truck SUV","Four Wheel Drive","1984","531","0.933","19.19524","16.34379","15.10477","18.16496","544.98064","589.70385","490.31894","3978.942","-","223.0978","119.1002","15.7383","0.561428","0.029931","32.96991","0.325","0.301","0.374","-","-","0.983","-","-","-","0.017","0.017","-","-","-","-","-","0.983","-","-","-","-","-","3.8","-","6.3","0.831","0.169","-","-","-","-"
"Truck SUV","Four Wheel Drive","1985","592","0.913","19.74424","16.83001","15.35220","19.07411","528.86969","579.77920","466.64697","4014.026","-","210.3640","119.9886","15.5633","0.594460","0.029684","34.19295","0.323","0.121","0.556","-","-","0.929","-","0.048","0.011","0.012","0.012","-","-","-","-","-","0.988","-","-","-","-","-","4.0","-","6.2","0.783","0.217","-","-","-","-"
"Truck SUV","Four Wheel Drive","1986","666","0.933","20.32265","17.25132","15.86366","19.25673","515.96224","561.07521","462.25387","3885.583","-","200.3163","125.3423","14.0242","0.666028","0.032325","33.75471","0.417","0.074","0.509","-","-","0.487","-","0.278","0.221","0.014","0.014","-","-","-","-","-","0.986","-","-","-","-","-","4.2","-","5.9","0.631","0.369","-","-","-","-"
"Truck SUV","Four Wheel Drive","1987","733","0.941","20.66045","17.48894","15.96763","19.66291","508.37193","556.81059","452.16108","3794.761","-","204.1145","133.6987","13.5790","0.687689","0.035188","33.31250","0.421","0.095","0.485","-","-","0.282","-","0.351","0.363","0.003","0.003","-","-","-","-","-","0.997","-","-","-","-","-","4.3","-","5.8","0.608","0.392","-","-","-","-"
"Truck SUV","Four Wheel Drive","1988","810","0.943","20.38386","17.19946","15.67685","19.32235","516.86325","567.06708","460.07291","3819.375","-","214.3236","141.5022","13.3274","0.690977","0.036978","32.90905","0.366","0.082","0.553","-","-","0.186","-","0.502","0.311","0.002","0.002","-","-","-","-","-","0.998","-","-","-","-","-","4.3","-","5.9","0.639","0.361","-","-","-","-"
"Truck SUV","Four Wheel Drive","1989","765","0.935","19.84926","16.69552","15.20832","18.71388","532.42654","584.49420","474.99951","4004.847","-","237.3280","152.9762","12.3889","0.670701","0.038490","33.58038","0.275","0.086","0.638","-","-","0.074","-","0.495","0.429","0.002","0.002","-","-","-","-","-","0.998","-","-","-","-","-","4.2","-","6.1","0.729","0.271","-","-","-","-"
"Truck SUV","Four Wheel Drive","1990","594","0.925","19.77993","16.59877","14.99378","18.76038","535.54695","592.87643","473.83693","3997.744","-","226.3097","151.3259","11.7280","0.701285","0.038103","33.15029","0.313","0.036","0.650","-","-","0.056","-","0.609","0.333","0.002","0.002","-","-","-","-","-","0.998","-","-","-","-","-","4.3","-","6.1","0.688","0.312","-","-","-","-"
"Truck SUV","Four Wheel Drive","1991","839","0.963","20.08343","16.81418","15.06557","19.15031","528.62737","589.98634","464.13735","4117.183","-","230.0110","160.1796","11.5754","0.711819","0.039100","34.70585","0.224","0.016","0.760","-","-","0.004","-","0.639","0.355","0.001","0.001","-","-","-","-","-","0.999","-","-","-","-","-","4.2","-","6.0","0.776","0.224","-","-","-","-"
"Truck SUV","Four Wheel Drive","1992","726","0.954","19.49686","16.28251","14.53321","18.57635","545.80054","611.49586","478.40411","4162.463","-","231.8795","168.4005","11.0535","0.740866","0.040933","33.90997","0.224","0.009","0.767","-","-","-","-","0.767","0.233","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.1","-","6.0","0.816","0.184","-","-","-","-"
"Truck SUV","Four Wheel Drive","1993","780","0.931","19.73627","16.42721","14.64021","18.71392","540.99267","607.02677","474.88718","4267.293","-","238.6613","177.4300","10.1145","0.760766","0.042136","35.02265","0.202","0.010","0.788","-","-","-","-","0.875","0.125","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.2","-","6.1","0.798","0.202","-","-","-","-"
"Truck SUV","Four Wheel Drive","1994","1235","0.957","19.40805","16.10299","14.35170","18.28250","551.88513","619.22984","486.09321","4278.146","-","240.1628","179.1206","10.0612","0.763485","0.042200","34.50282","0.159","-","0.841","-","-","-","-","0.885","0.115","-","-","-","-","-","-","-","1.000","-","-","-","0.140","-","4.1","-","6.2","0.841","0.159","-","-","-","-"
"Truck SUV","Four Wheel Drive","1995","1439","0.901","19.39018","16.04056","14.25633","18.21477","554.03297","623.37235","487.90073","4275.313","-","241.2126","177.8812","10.3540","0.761474","0.041995","34.30643","0.153","-","0.847","-","-","-","-","0.878","0.122","-","-","-","-","-","-","-","1.000","-","-","-","0.168","-","4.1","-","6.2","0.847","0.153","-","-","-","-"
"Truck SUV","Four Wheel Drive","1996","1343","0.838","19.70521","16.28183","14.28243","18.72616","545.84104","622.25330","474.59262","4334.644","-","258.1500","188.1052","10.5025","0.743913","0.043637","35.31926","0.062","-","0.938","-","-","-","-","1.000","-","0.000","0.000","-","-","-","-","-","1.000","0.000","-","-","0.118","-","4.1","-","6.4","0.938","0.062","-","-","-","-"
"Truck SUV","Four Wheel Drive","1997","1711","0.819","19.61956","16.13670","14.23145","18.37420","550.74538","624.47677","483.67899","4426.597","-","253.2160","188.7122","10.5207","0.764989","0.042710","35.68130","0.110","-","0.890","-","-","-","-","1.000","-","0.000","0.000","-","-","-","-","-","1.000","0.000","-","-","0.175","-","4.2","-","6.4","0.778","0.222","-","-","-","-"
"Truck SUV","Four Wheel Drive","1998","1834","0.862","19.74984","16.21552","14.17599","18.59329","548.06275","626.91387","477.97476","4413.958","-","249.4039","188.2306","10.8491","0.780993","0.042756","35.83149","0.085","-","0.915","-","-","-","-","1.000","-","0.000","0.000","-","-","-","-","-","1.000","0.000","-","-","0.204","-","4.2","-","6.3","0.796","0.204","-","-","-","-"
"Truck SUV","Four Wheel Drive","1999","1859","0.794","19.97874","16.32267","14.33182","18.55898","544.45740","620.08860","478.85164","4411.082","-","241.2836","196.7272","10.5185","0.847287","0.044769","36.01106","0.073","-","0.927","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.278","-","4.2","-","6.3","0.811","0.189","-","-","-","-"
"Truck SUV","Four Wheel Drive","2000","2110","0.835","19.78862","16.11665","14.13240","18.29281","551.41732","628.83849","485.81932","4536.306","-","247.3565","201.8034","10.0624","0.841742","0.044566","36.50290","0.058","-","0.942","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.223","0.028","4.1","-","6.5","0.844","0.156","-","-","-","-"
"Truck SUV","Four Wheel Drive","2001","2072","0.765","20.23405","16.40052","14.40279","18.52674","541.87305","617.03334","479.68502","4471.655","-","231.9171","208.0702","9.6774","0.929791","0.046610","36.63566","0.048","-","0.952","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.435","0.149","4.2","-","6.3","0.777","0.223","-","-","-","-"
"Truck SUV","Four Wheel Drive","2002","2672","0.745","20.16934","16.33841","14.17948","18.63326","543.93301","626.75065","476.94276","4584.847","-","237.8102","224.3117","9.4969","0.962354","0.048869","37.44781","0.041","-","0.958","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.476","0.257","4.3","0.001","6.3","0.715","0.285","-","-","-","-"
"Truck SUV","Four Wheel Drive","2003","2631","0.737","20.51042","16.57116","14.29036","18.96320","536.29313","621.88786","468.64446","4669.745","-","239.3239","227.8964","9.3741","0.977591","0.048871","38.60418","0.029","-","0.954","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.005","-","-","0.543","0.343","4.3","0.018","6.4","0.670","0.312","-","-","-","-"
"Truck SUV","Four Wheel Drive","2004","3048","0.748","20.56130","16.58725","14.18394","19.08435","535.78722","626.57112","465.68178","4704.961","-","244.7045","236.3569","9.1701","0.987525","0.050239","38.96330","0.028","-","0.958","-","-","-","-","1.000","-","0.000","0.000","-","-","-","-","-","1.000","0.016","-","-","0.556","0.393","4.4","0.014","6.4","0.573","0.395","0.018","-","-","-"
"Truck SUV","Four Wheel Drive","2005","2525","0.772","20.92898","16.80093","14.38455","19.23900","529.15720","618.04214","462.10365","4701.974","-","237.8356","240.0462","9.0216","1.030095","0.050930","39.49574","0.027","-","0.954","0.003","-","-","-","0.997","-","0.003","0.003","-","-","-","-","0.003","0.994","0.015","-","0.015","0.657","0.502","4.6","0.017","6.3","0.438","0.504","0.039","-","-","-"
"Truck SUV","Four Wheel Drive","2006","2320","0.772","21.47031","17.20868","14.75983","19.67071","516.62746","602.33489","451.97098","4683.391","-","231.1879","236.9365","9.0822","1.040035","0.050433","40.50381","0.029","-","0.919","0.031","-","-","-","0.997","-","0.003","0.003","-","-","-","-","0.031","0.966","0.011","-","0.033","0.700","0.591","4.7","0.020","6.2","0.370","0.479","0.078","0.022","-","-"
"Truck SUV","Four Wheel Drive","2007","2497","0.753","22.14211","17.74231","15.16655","20.34945","501.09671","586.19380","436.90065","4721.867","-","233.3608","248.7763","8.9562","1.086804","0.052426","41.99939","0.025","-","0.918","0.014","-","-","-","0.997","-","0.003","0.003","-","-","-","-","0.014","0.983","0.024","-","0.096","0.652","0.557","4.9","0.043","6.2","0.321","0.421","0.175","0.025","-","-"
"Truck SUV","Four Wheel Drive","2008","2327","0.757","22.75360","18.20180","15.58617","20.84014","488.60618","570.59422","426.75555","4673.289","48.03918","223.9025","245.4285","9.0411","1.111250","0.052149","42.71798","0.020","-","0.916","0.027","-","-","0.026","0.968","-","0.006","0.006","-","-","-","-","0.027","0.967","0.024","-","0.063","0.730","0.597","5.0","0.037","6.0","0.287","0.399","0.221","0.029","-","-"
"Truck SUV","Four Wheel Drive","2009","1285","0.750","24.30702","19.38611","16.60416","22.19091","458.91828","535.81729","400.90675","4470.511","47.58008","205.0961","237.5756","8.8186","1.169122","0.052797","43.54149","0.013","-","0.866","0.017","-","-","0.054","0.938","-","0.008","0.008","-","-","-","-","0.018","0.974","0.032","-","0.070","0.843","0.696","5.2","0.104","5.6","0.204","0.351","0.287","0.037","-","-"
"Truck SUV","Four Wheel Drive","2010","1792","0.777","24.88118","19.81094","17.00135","22.63248","449.09279","523.31972","393.09704","4489.702","47.45496","206.6848","238.7820","8.8387","1.168736","0.052871","44.75917","0.022","0.005","0.855","0.018","-","-","0.091","0.901","-","0.008","0.008","-","-","-","-","0.019","0.973","0.037","-","0.059","0.838","0.850","5.3","0.100","5.6","0.178","0.269","0.395","0.040","-","-"
"Truck SUV","Four Wheel Drive","2011","2373","0.773","25.04967","19.93531","17.08199","22.80956","446.44820","521.02454","390.18886","4611.630","48.89434","212.3638","251.4345","8.6908","1.200031","0.053969","46.06427","0.014","0.000","0.857","0.007","-","-","0.121","0.868","-","0.011","0.011","-","-","-","-","0.008","0.982","0.052","-","0.138","0.841","0.917","5.5","0.122","5.7","0.133","0.272","0.399","0.027","0.041","-"
"Truck SUV","Four Wheel Drive","2012","2214","0.799","25.30880","20.11420","17.24367","23.00295","442.74678","516.45637","387.14130","4567.149","48.73629","209.0101","254.8257","8.5215","1.234060","0.055416","46.05191","0.021","-","0.856","0.007","-","-","0.147","0.837","-","0.016","0.016","-","-","-","-","0.008","0.977","0.065","0.005","0.108","0.894","0.947","5.5","0.116","5.7","0.105","0.298","0.381","0.045","0.048","-"
"Truck SUV","Four Wheel Drive","2013","2662","0.804","26.57182","21.03353","18.02711","24.06060","423.10167","493.68195","369.85691","4517.696","48.91310","198.2116","250.6922","8.5206","1.295798","0.054956","47.72575","0.015","-","0.832","0.008","-","-","0.238","0.751","-","0.011","0.011","-","-","-","-","0.008","0.981","0.146","0.023","0.110","0.930","0.986","5.8","0.145","5.4","0.015","0.246","0.485","0.035","0.067","-"
"Truck SUV","Four Wheel Drive","2014","3031","0.818","27.67358","21.84999","18.71964","25.00430","407.40219","475.54691","355.99476","4414.995","48.41198","189.4437","243.6607","8.5064","1.308597","0.054587","48.46862","0.015","-","0.802","0.006","-","-","0.263","0.724","-","0.013","0.013","-","-","-","-","0.007","0.980","0.137","0.051","0.079","0.894","0.978","6.2","0.177","5.3","-","0.180","0.409","0.031","0.160","0.037"
"Truck SUV","Four Wheel Drive","2015","3871","0.824","28.27531","22.26899","19.10701","25.44566","399.68531","465.83498","349.78294","4456.427","48.61500","190.5214","245.9020","8.4846","1.314232","0.054472","49.91514","0.012","0.004","0.733","0.005","-","-","0.366","0.622","-","0.012","0.012","-","0.000","-","-","0.005","0.983","0.148","0.073","0.106","0.929","0.986","6.0","0.246","5.3","-","0.090","0.433","0.035","0.137","0.054"
